,name,brewery,style,abv,ibu,rating,raters,date,text
1170,Houblon De Mer,https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,5.9% ABV,N/A IBU,(3.91),357 Ratings,Added 06/16/17,Wild farmhouse ale aged in oak.
1171,Tous Les Quatre,https://untappd.com/DeGardeBrewing,American Wild Ale,9.5% ABV,N/A IBU,(4.34),328 Ratings,Added 04/08/16,A wild quad inspired ale aged in virgin French oak & brandy barrels.
1172,The Kriekenblosem,https://untappd.com/DeGardeBrewing,American Wild Ale,6.6% ABV,N/A IBU,(4.55),350 Ratings,Added 06/08/18,A spontaneous wild ale blended from two years aged in oak barrels with tart cherries & cherry blossoms
1173,Imperial Boysen Bu,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,5.5% ABV,N/A IBU,(4.48),329 Ratings,Added 05/13/16,
1174,The Law of Motion (batch 2),https://untappd.com/DeGardeBrewing,American Wild Ale,6.5% ABV,N/A IBU,(4.22),347 Ratings,Added 04/01/18,Two years of our spontaneously inoculated and oak barrel fermented beer are blended with mature oak barrel aged and naturally fermented cider from the… Read More
1175,Imperial Raspberry Bu,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,5.5% ABV,N/A IBU,(4.47),265 Ratings,Added 12/07/13,"A larger version of our Berliner Weisse inspired sour wheat beer, ‘Bu Weisse.’ This version is aged on over 2lbs per gallon of Oregon Raspberries in first… Read More"
1176,Oude Desay (Batch 2),https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,5% ABV,N/A IBU,(4.17),281 Ratings,Added 05/18/17,"A tart farmhouse ale
Blended from 3 years
Agreed in oak barrels"
1177,The Blackberry,https://untappd.com/DeGardeBrewing,American Wild Ale,5.4% ABV,N/A IBU,(4.2),313 Ratings,Added 06/10/18,
1178,Lee Kriek (Batch 3),https://untappd.com/DeGardeBrewing,American Wild Ale,7.1% ABV,N/A IBU,(4.44),295 Ratings,Added 11/17/17,A Spontaneous Red Ale Aged in Oak Barrels with Sweet & Tart Cherries
1179,The Kriek (2017 Keepers Blend),https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.41),277 Ratings,Added 09/04/17,"Our spontaneously fermented golden wild ale, blended from multiple years of barrel fermented and matured stock, refermented on regionally grown Montmorency… Read More"
1180,The Purple Kriek (Batch 2),https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.42),282 Ratings,Added 11/04/17,A spontaneous wild ale aged in oak barrels with black and red raspberries and tart cherries
1181,The Purple Kriek (Batch 3),https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.43),290 Ratings,Added 07/07/18,"A Spontaneous Wild Ale Aged in Oak Barrels with Black & Red Raspberries & Tart Cherries
Bottled 6/18"
1182,Lee Kriek (Batch 2),https://untappd.com/DeGardeBrewing,Sour - Ale,7.2% ABV,N/A IBU,(4.33),265 Ratings,Added 11/23/15,Sour red ale aged in oak barrels with cherries.
1183,The Persimmon,https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.37),255 Ratings,Added 02/12/16,A wild ale aged in oak barrels with Persimmons.
1184,The Lucy (Batch 3),https://untappd.com/DeGardeBrewing,American Wild Ale,8% ABV,N/A IBU,(4.29),266 Ratings,Added 01/06/18,A spontaneous wild ale aged in oak barrels with muscat grapes. Batch 3 (2018) release.
1185,The Oister,https://untappd.com/DeGardeBrewing,American Wild Ale,5.5% ABV,N/A IBU,(4.28),258 Ratings,Added 10/05/18,"A spontaneous wild ale aged in oak barrels with peaches & fresh hops, blended with our friends at Cloudwater."
1186,The Noir Truffle (2018 b2),https://untappd.com/DeGardeBrewing,American Wild Ale,5% ABV,N/A IBU,(4.25),234 Ratings,Added 08/10/18,"A Spontaneous Wild Ale Blended from Three Years Aged in Oak Barrels with Oregon Black Truffles
Bottled: 1/18"
1187,The Trio: Anniversary Blend,https://untappd.com/DeGardeBrewing,American Wild Ale,6.6% ABV,N/A IBU,(4.11),216 Ratings,Added 05/04/18,A Spontaneous Wild Ale Aged in Oak Gin Barrels Blended from 3 Years
1188,The Brass Berries,https://untappd.com/DeGardeBrewing,Fruit Beer,7% ABV,N/A IBU,(4.21),212 Ratings,Added 11/01/17,Brewed for the Horse Brass 41st Anniversary
1189,Nectarine Premiere (Batch 4),https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,8.4% ABV,N/A IBU,(4.58),192 Ratings,Added 07/01/17,A Wild Farmhouse Ale Aged in Oak Barrels with Nectarines
1190,The Duo: Spruce Tip Cuvée,https://untappd.com/DeGardeBrewing,American Wild Ale,6% ABV,N/A IBU,(4.38),214 Ratings,Added 05/27/18,"This too is the second iteration of a two year blend of Gin barrel fermented and aged spontaneous ale. After gracefully maturing in oak, we sampled and… Read More"
1191,The Long Tooth,https://untappd.com/DeGardeBrewing,American Wild Ale,6.6% ABV,N/A IBU,(4.22),208 Ratings,Added 09/11/18,"A collaborative blend made with our good friend and continual inspiration, Tim Clifford, of Sante Adairius Rustic Ales A blend of 8 month old spontaneously… Read More"
1192,The Truffle (Batch 2),https://untappd.com/DeGardeBrewing,American Wild Ale,5% ABV,N/A IBU,(4.5),212 Ratings,Added 03/31/17,
1193,Avenue No. 3,https://untappd.com/DeGardeBrewing,American Wild Ale,5.5% ABV,N/A IBU,(4.59),184 Ratings,Added 08/20/17,A barrel aged wild ale blended from six years of Oregon spontaneous ale and Belgian Lambic with Altbrau & Brews for New Avenues.
1194,Teebeetoo,https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.15),187 Ratings,Added 12/18/16,"Aged in oak bourbon barrels, for our friends at TalkBeer"
1195,The Kriekenmaak,https://untappd.com/DeGardeBrewing,Lambic - Kriek,7% ABV,N/A IBU,(4.46),187 Ratings,Added 09/11/18,"Another Kriek blend? Absolutely! You won’t find a ‘pastry’ wild ale in this bottle. You will find a delicious batch of ‘The Kriek,’ with an elevated impression… Read More"
1196,The Station,https://untappd.com/DeGardeBrewing,American Wild Ale,5% ABV,N/A IBU,(4.43),182 Ratings,Added 04/09/17,A special wild ale aged in oak barrels blended from four years for our friends at Belmont Station
1197,The Boysenberry (Batch 2),https://untappd.com/DeGardeBrewing,Lambic - Fruit,7% ABV,N/A IBU,(4.47),186 Ratings,Added 07/13/18,"A spontaneously fermented wild ale, aged in oak barrels for up to two years, then refermented in secondary oak tanks with whole Oregon Boysenberries.… Read More"
1198,The Bluest (batch 2),https://untappd.com/DeGardeBrewing,American Wild Ale,7.1% ABV,N/A IBU,(4.26),188 Ratings,Added 10/20/17,A Spontaneous Wild Ale Aged in Oak Barrels with Blueberries
1199,The Lucy (Batch 2),https://untappd.com/DeGardeBrewing,American Wild Ale,8% ABV,N/A IBU,(4.4),166 Ratings,Added 06/30/17,A Wild Ale Aged in Oak Barrels With Muscat Grapes
1200,The Peach (2018 b5),https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.51),180 Ratings,Added 08/10/18,"A Spontaneous Wild Ale Aged in Oak Cognac Barrels with Peaches
Bottled: 7/18"
1201,The Purple (batch 3),https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.26),144 Ratings,Added 10/13/17,A Spontaneous Wild Ale Aged in Oak Barrels with Black & Red Raspberries
1202,The Nectarine Cuvée,https://untappd.com/DeGardeBrewing,American Wild Ale,7.2% ABV,N/A IBU,(4.63),163 Ratings,Added 03/24/18,A Spontaneous Wild Ale Aged in Oak Gin Barrels With Nectarines
1203,The Truffle (Batch 3),https://untappd.com/DeGardeBrewing,American Wild Ale,5% ABV,N/A IBU,(4.4),141 Ratings,Added 02/10/18,"A Spontaneous Wild Ale
Blended from Three Years
Aged in Oak Barrels with
Oregon White Truffles"
1204,The Bluest (batch 3),https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.1),157 Ratings,Added 09/14/18,
1205,The Purple (batch 4),https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.41),141 Ratings,Added 07/13/18,"A spontaneously fermented wild ale, aged in oak barrels for up to two years, then refermented in secondary oak tanks with whole Oregon Black and Red Raspberries.… Read More"
1206,The Blackberry (batch 2),https://untappd.com/DeGardeBrewing,American Wild Ale,6.8% ABV,N/A IBU,(4.28),145 Ratings,Added 11/15/18,A spontaneous wild ale aged in oak barrels with blackberries
1207,The Rougess (batch 2),https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.38),135 Ratings,Added 09/23/18,"The Rougess A spontaneous wild ale, born from a base of northwest grown and malted barley and northwest raw wheat, boiled extensively with four year aged… Read More"
1208,The Trio: Spruce Tip Cuvée,https://untappd.com/DeGardeBrewing,American Wild Ale,6.6% ABV,N/A IBU,(4.29),129 Ratings,Added 04/29/18,A Spontaneous Wild Ale Aged in Oak Gin Barrels Blended from 3 years with our friends at Arch Bridge Taphouse for their Anniversary
1209,Ferme et Forêt,https://untappd.com/DeGardeBrewing,Sour - Ale,5% ABV,30 IBU,(4.18),127 Ratings,Added 11/04/17,We created a highly composed blended beer to positively contrast with the desolation in our painting. By incorporating the vibrancy of the natural rejuvenation… Read More
1210,The Kriek (2017 Montmorency & Morello Blend),https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.48),115 Ratings,Added 11/14/17,A Spontaneous Wild Ale Aged in Oak Barrels with Montmorency & Morello Cherries
1211,F.A.I.L. (Batch 2),https://untappd.com/DeGardeBrewing,Lager - North American Adjunct,5.5% ABV,N/A IBU,(4.09),120 Ratings,Added 06/16/18,"A Wild Lager Aged in Oak Barrels For One Year With Our Native Yeast & Bacteria
Bottled 5/18"
1212,The Oximandias,https://untappd.com/DeGardeBrewing,American Wild Ale,5% ABV,N/A IBU,(4.2),108 Ratings,Added 03/08/18,"This is a spontaneously fermented beer, born from a grist of Northwest malted barley and unmalted wheat. It was boiled for three hours with four year… Read More"
1213,The Archer: Reserve Cuveé,https://untappd.com/DeGardeBrewing,American Wild Ale,7.4% ABV,N/A IBU,(4.38),106 Ratings,Added 04/28/18,"A Spontaneous Wild Ale aged in Oak Barrels with Pinot Noir Grape, Blended from 4 years"
1214,The Kriek (Batch 4),https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.32),107 Ratings,Added 07/28/18,"A Spontaneous Wild Ale Aged in Oak Barrels With Montmorency & Morello Cherries
Bottled 6/18"
1215,The Duo (Batch 2),https://untappd.com/DeGardeBrewing,American Wild Ale,6% ABV,N/A IBU,(4.29),107 Ratings,Added 07/07/17,A Golden Wild Ale Aged in Oak Gin Barrels Blended from Two Years
1216,The Frais (batch 2),https://untappd.com/DeGardeBrewing,American Wild Ale,5.5% ABV,N/A IBU,(4.23),99 Ratings,Added 10/04/18,"A spontaneous wild ale aged in oak barrels, dry-hopped with fresh Amarillo from our friends at Crosby Hop Farm"
1217,Citra Hose (Batch 2),https://untappd.com/DeGardeBrewing,Sour - Gose,5% ABV,N/A IBU,(3.77),94 Ratings,Added 08/06/18,"A Dry-Hopped Spontaneous Wild Ale Aged in Oak Barrels With Coriander, Orange Peel & Sea Salt
Bottled: 7/18, Best By:2/19"
1218,The Purple (batch 5),https://untappd.com/DeGardeBrewing,American Wild Ale,6.5% ABV,N/A IBU,(4.48),99 Ratings,Added 10/22/18,"The Purple is a multi-year blend of our spontaneous golden base beer that is fermented and aged in oak casks. When mature, we sample barrels to find components… Read More"
1219,The Blossom (Batch 2),https://untappd.com/DeGardeBrewing,American Wild Ale,5.5% ABV,N/A IBU,(4.3),90 Ratings,Added 10/19/18,Bottled: 8/18
1220,The Orchard (batch 2),https://untappd.com/DeGardeBrewing,American Wild Ale,6.4% ABV,N/A IBU,(4.39),91 Ratings,Added 11/11/18,"The Orchard A beer of staggering stone fruit depth; An ode to Baird Family Orchards, and what their wonderful fresh fruit does when combined with our… Read More"
1221,The Lily (Batch 4),https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.36),92 Ratings,Added 05/28/18,A Spontaneous Wild Ale Aged in Oak Barrels with Tempranillo Grapes
1222,Cherry Gose (Batch 2),https://untappd.com/DeGardeBrewing,Sour - Gose,5.4% ABV,N/A IBU,(3.63),74 Ratings,Added 09/09/16,A Gose style Ale aged in wine barrels with cherries.
1223,Raz Bu,https://untappd.com/DeGardeBrewing,American Wild Ale,4.3% ABV,N/A IBU,(4.44),88 Ratings,Added 07/19/15,Berliner-inspired ale aged in oak wine barrels with Oregon raspberries.
1224,The Maison (Batch 2),https://untappd.com/DeGardeBrewing,Lambic - Gueuze,5% ABV,N/A IBU,(4.48),65 Ratings,Added 06/29/18,A Spontaneous Wild Ale Blended From Three Years Aged in Oak Barrels
1225,Nectarine Premier (Batch 2),https://untappd.com/DeGardeBrewing,American Wild Ale,7.1% ABV,N/A IBU,(4.56),70 Ratings,Added 07/06/17,
1226,The Apricot (Batch 2),https://untappd.com/DeGardeBrewing,Sour - Fruited,6.5% ABV,N/A IBU,(4.32),52 Ratings,Added 11/07/18,
1227,Spruce Desay No. 2,https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(3.85),52 Ratings,Added 02/12/17,A wild farmhouse ale aged in oak barrels with spruce tips.
1228,The Unblended Red Raz,https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.21),55 Ratings,Added 07/23/16,
1229,The Unblended Black Raz,https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(3.96),47 Ratings,Added 07/23/16,
1230,The Unblended Purple,https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.35),48 Ratings,Added 07/23/16,
1231,The Peach (2015 B1),https://untappd.com/DeGardeBrewing,American Wild Ale,7.3% ABV,N/A IBU,(4.71),49 Ratings,Added 09/03/17,"Batch #1 11/21/2015. A golden wild ale aged in Cognac barrels. After extended aging, this was transfered into oak tank and refermented with Oregon Peaches Read More"
1232,The Duo (Batch 3),https://untappd.com/DeGardeBrewing,American Wild Ale,6% ABV,N/A IBU,(4.45),42 Ratings,Added 05/28/18,"A Spontaneous Wild Ale Aged in Oak Gin Barrels Blended from Two Years
Bottled 4/18"
1233,The Château,https://untappd.com/DeGardeBrewing,Sour - Ale,5.5% ABV,N/A IBU,(4.32),44 Ratings,Added 12/01/18,A Spontaneous Wild Ale Aged in Oak Barrels Blended from Four Years.
1234,Amanish,https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,5.2% ABV,N/A IBU,(4.27),48 Ratings,Added 06/25/17,"A Wild Farmhouse Ale
Aged in Oak with Fruit & Spices"
1235,Avenue No. 4 (Gueuzerie Tilquin Collab),https://untappd.com/DeGardeBrewing,Sour - Ale,N/A ABV,N/A IBU,(4.46),35 Ratings,Added 07/23/18,Special collaboration of unblended lambic from Gueuzerie Tilquin and Oregon Wild Ale from de Garde brewing for a special release at Brews for New Avenues… Read More
1236,Nelson Hose (Batch 3),https://untappd.com/DeGardeBrewing,Sour - Gose,5% ABV,N/A IBU,(4.05),21 Ratings,Added 08/07/18,"A Dry-Hopped Spontaneous Wild Ale Aged in Oak Barrels With Coriander, Orange Peel & Sea Salt
Bottled: 7/18, Best By: 2/19"
1237,The Bluest (Batch 1),https://untappd.com/DeGardeBrewing,American Wild Ale,N/A ABV,N/A IBU,(N/A),4 Ratings,Added 11/21/18,A Spontaneous Wild Ale Aged in Oak Barrels with Blueberries
1238,De Garde Vin Lee 2013,https://untappd.com/DeGardeBrewing,American Wild Ale,9.7% ABV,N/A IBU,(N/A),3 Ratings,Added 09/06/18,A wild red ale aged in wine barrels with pinot noir grapes.
1239,Evil Twin,https://untappd.com/DeGardeBrewing,Stout - Other,10.5% ABV,N/A IBU,(N/A),1 Rating,Added 06/11/18,Mexican Biscotti Breakfast Stout
1240,Saison Melange No. 3 (Gin & Wine),https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,6% ABV,N/A IBU,(N/A),2 Ratings,Added 08/16/18,Saison Melange No. 3 - A blended wild farmhouse ale aged in oak gin and wine barrels.
1241,The Maison B3,https://untappd.com/DeGardeBrewing,Lambic - Gueuze,5.5% ABV,N/A IBU,(N/A),2 Ratings,Added 12/02/18,"Each blend of The Maison is unique. While they are always composed of three different years of oak barrels, each final blend will develop a singular character.… Read More"
1242,Degarde Vin Bu Brewer’s Reserve,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,N/A ABV,N/A IBU,(N/A),2 Ratings,Added 01/01/19,Berliner Weiss with Grapes added available for Keepers members 2014 limited to 200 bottles
1243,Crab (batch 2),https://untappd.com/DeGardeBrewing,American Wild Ale,N/A ABV,N/A IBU,(N/A),1 Rating,Added 01/06/19,"A spontaneous wild ale aged in oak barrels with lots of hops and no crab, in collaboration with Tired Hands Brewing Company."
1244,The Lucy (batch 1),https://untappd.com/DeGardeBrewing,American Wild Ale,8% ABV,N/A IBU,(N/A),0 Rating,Added 11/07/18,2014 Bottling of A Wild Ale Aged in Oak Barrels With Muscat Grapes.
1245,Incandenza,https://untappd.com/hudson_valley_brewery,Sour - Farmhouse IPA,6% ABV,N/A IBU,(4.14),"5,439 Ratings",Added 12/29/16,"Sour IPA brewed w/ two row barley and raw white wheat, hopped with Citra and Simcoe in the whirlpool."
1246,Mirrorshield,https://untappd.com/hudson_valley_brewery,Sour - Farmhouse IPA,7% ABV,N/A IBU,(4.44),"4,605 Ratings",Added 02/24/18,"Sour IPA with raw wheat, malted oat, milk sugar, Lychee, chamomile & lavender — hopped with Mosaic"
1247,Amorphia,https://untappd.com/hudson_valley_brewery,Sour - Ale,6% ABV,N/A IBU,(4.47),"3,802 Ratings",Added 10/05/17,"Sour IPA w/ raw wheat, malted oat, milk sugar, strawberries & vanilla beans; hopped w/ Mosaic & El Dorado."
1248,Peach Silhouette,https://untappd.com/hudson_valley_brewery,Sour - Ale,6% ABV,N/A IBU,(4.47),"3,861 Ratings",Added 10/05/17,"Brunch-Style Sour IPA with peaches, and Mosaic & Citra hops"
1249,Pillow Hat,https://untappd.com/hudson_valley_brewery,IPA - Session / India Session Ale,4% ABV,N/A IBU,(3.81),"3,930 Ratings",Added 03/09/17,Little IPA with Citra & Motueka
1250,Tangerine Silhouette,https://untappd.com/hudson_valley_brewery,Sour - Ale,5% ABV,N/A IBU,(4.2),"3,539 Ratings",Added 04/08/17,"Brunch-Style Sour IPA with tangerines, and Mosaic & Citra hops"
1251,Subglitch,https://untappd.com/hudson_valley_brewery,Sour - Ale,6% ABV,N/A IBU,(4.42),"3,502 Ratings",Added 11/11/17,"Sour IPA with raw wheat, malted oat, milk sugar, local wildflower honey & grapefruit, hopped with Motueka."
1252,Graven Image,https://untappd.com/hudson_valley_brewery,Sour - Ale,8% ABV,N/A IBU,(4.43),"3,455 Ratings",Added 12/08/17,"Sour DIPA with raw wheat, malted oat, milk sugar, green tea & lime, hopped with Motueka."
1253,Star Chamber,https://untappd.com/hudson_valley_brewery,Sour - Farmhouse IPA,7% ABV,N/A IBU,(4.44),"3,362 Ratings",Added 02/24/18,"Sour IPA with raw wheat, malted oat, milk sugar, green tea, papaya & coconut — hopped with Simcoe."
1254,Total Internal Reflection,https://untappd.com/hudson_valley_brewery,Sour - Farmhouse IPA,7% ABV,N/A IBU,(4.29),"3,226 Ratings",Added 04/12/18,"Sour IPA with a heavy addition of flaked oat and malted oat, milk sugar, hopped with Citra and Azacca."
1255,Multichorus,https://untappd.com/hudson_valley_brewery,Sour - Ale,6% ABV,N/A IBU,(4.45),"3,168 Ratings",Added 11/11/17,"Sour IPA with raw wheat, malted oat, milk sugar, white chocolate, vanilla & cardamom, hopped with Citra powder."
1256,Babylon,https://untappd.com/hudson_valley_brewery,Sour - Ale,6% ABV,N/A IBU,(4.33),"3,193 Ratings",Added 01/26/18,"Sour IPA with raw wheat, malted oat, milk sugar & blood oranges — hopped with Galaxy."
1257,Ultrasphere,https://untappd.com/hudson_valley_brewery,Sour - Ale,6% ABV,N/A IBU,(4.47),"2,858 Ratings",Added 08/25/17,"Sour IPA w/ milk sugar, raspberries & vanilla beans, hopped w/ Citra, Simcoe & Mosaic powder."
1258,Apotheosis,https://untappd.com/hudson_valley_brewery,Sour - Ale,6% ABV,N/A IBU,(4.51),"2,815 Ratings",Added 01/26/18,"Sour IPA with raw wheat, malted oat, milk sugar, almonds, cinnamon & vanilla — hopped w/ Citra powder."
